client_id,full_name,document_id,phone,email,preferred_channel,created_at,status
128,hyacinth doni,279377005,+5844667988,hdoni3j@marketwatch.com,whatsapp,2021-02-10,potential_lead
129,deni pryke,569224227,+8011015437,dpryke3k@amazon.de,email,2020-04-25,trial_customer
130,leo riggeard,813177954,+4871362838,lriggeard3l@mac.com,whatsapp,2022-01-28,churned
131,ursulina raubheim,397680667,+9733826037,uraubheim3m@huffingtonpost.com,email,2021-02-11,potential_lead
132,xever petrenko,288694771,+8968450106,xpetrenko3n@hostgator.com,phone,2026-02-05,former_client
133,albina guyon,190086475,+1457135749,aguyon3o@webeden.co.uk,whatsapp,2018-05-21,loyal_customer
134,aloysius joselson,704123955,+3373061472,ajoselson3p@wsj.com,whatsapp,2022-10-01,potential_lead
135,wendie annetts,890559141,+2088803573,wannetts3q@rediff.com,whatsapp,2024-03-11,former_client
136,helaina jolliff,448550465,+8874618629,hjolliff3r@nyu.edu,phone,2020-04-25,former_client
137,brion losseljong,799022405,+6384696784,blosseljong3s@jalbum.net,email,2024-04-09,active_client
138,kincaid rolph,358763757,+8765152999,krolph3t@buzzfeed.com,whatsapp,2022-09-11,churned
139,lev goldsby,128481704,+9573511414,lgoldsby3u@chronoengine.com,phone,2026-03-30,former_client
140,hendrik raggitt,646976876,+4761991466,hraggitt3v@scientificamerican.com,whatsapp,2023-07-01,former_client
141,natalie bickle,481448467,+2161492770,nbickle3w@google.pl,whatsapp,2021-06-05,active_client
142,travis pachmann,149231427,+8667146175,tpachmann3x@cmu.edu,whatsapp,2025-07-31,loyal_customer
143,geneva romanetti,875182193,+8376120392,gromanetti3y@imgur.com,phone,2025-04-23,churned
144,reube schiefersten,881866771,+6311199827,rschiefersten3z@admin.ch,whatsapp,2021-01-25,loyal_customer
145,tildy mcgarel,620925309,+2645649178,tmcgarel40@simplemachines.org,whatsapp,2018-07-26,former_client
146,wakefield purviss,893659158,+3125403333,wpurviss41@vimeo.com,whatsapp,2020-08-16,active_client
147,christen plumbridge,555976831,+3894836601,cplumbridge42@acquirethisname.com,email,2022-10-03,potential_lead
148,vernon jahnel,640481488,+2573488231,vjahnel43@webs.com,email,2018-04-20,churned
149,eduino woodeson,461191359,+5204016813,ewoodeson44@opera.com,whatsapp,2025-05-25,potential_lead
150,lorrin catford,365547064,+9979138723,lcatford45@ox.ac.uk,whatsapp,2021-05-04,former_client
151,ronny cuthill,271645105,+6688263758,rcuthill46@unc.edu,whatsapp,2020-01-29,former_client
152,carrie gonsalo,759614464,+3578907184,cgonsalo47@google.com.br,whatsapp,2019-10-10,potential_lead
153,stanly garnson,233173723,+1232740582,sgarnson48@omniture.com,whatsapp,2024-01-12,churned
154,josy larwood,702058871,+7836860146,jlarwood49@marriott.com,email,2021-08-30,potential_lead
155,rogers lauret,388229726,+3439689754,rlauret4a@redcross.org,whatsapp,2020-01-03,churned
156,celene pilcher,468647043,+1529346962,cpilcher4b@eepurl.com,whatsapp,2018-11-09,potential_lead
157,loretta addekin,131740837,+9429982171,laddekin4c@craigslist.org,email,2023-04-03,churned
158,anderson lindenman,175305365,+6742959913,alindenman4d@buzzfeed.com,email,2024-12-31,churned
159,mateo southeran,811579547,+2983050163,msoutheran4e@cdbaby.com,email,2026-09-12,churned
160,starlene boyat,108733525,+7046536426,sboyat4f@state.tx.us,whatsapp,2020-12-18,loyal_customer
161,nevins brewitt,180612777,+8402042262,nbrewitt4g@chronoengine.com,phone,2020-03-08,churned
162,karin blazewski,315020839,+7865216724,kblazewski4h@usnews.com,whatsapp,2022-06-18,trial_customer
163,lorena houseago,838485173,+2361865315,lhouseago4i@plala.or.jp,whatsapp,2022-08-16,active_client
164,hubert clear,183294440,+1352771371,hclear4j@imageshack.us,whatsapp,2025-08-19,former_client
165,danyette gasquoine,576588541,+1201829980,dgasquoine4k@list-manage.com,email,2019-09-25,potential_lead
166,codie craghead,670697199,+5403779539,ccraghead4l@state.gov,email,2025-12-08,loyal_customer
167,marcellus redolfi,111431177,+4201881489,mredolfi4m@nba.com,whatsapp,2019-07-19,potential_lead
168,emmalynne small,863504460,+6521320386,esmall4n@yelp.com,whatsapp,2021-11-07,churned
169,lilian rois,497261006,+8715364482,lrois4o@mozilla.com,phone,2021-08-17,churned
170,geoffrey larenson,874677377,+1526769542,glarenson4p@creativecommons.org,email,2023-08-02,former_client
171,henri loxton,597912872,+8452458492,hloxton4q@uol.com.br,phone,2019-01-10,active_client
172,silvan abrahamowitcz,877143574,+4213506427,sabrahamowitcz4r@instagram.com,phone,2021-08-24,churned
173,tamas partington,777932167,+1796071477,tpartington4s@nifty.com,email,2018-07-21,potential_lead
174,sidnee cloonan,745698973,+5247926139,scloonan4t@un.org,email,2023-02-26,churned
175,giselle grew,549590908,+7782186129,ggrew4u@google.nl,email,2019-12-27,potential_lead
176,alexis eschalotte,518197761,+2402489499,aeschalotte4v@hugedomains.com,phone,2026-03-03,churned
177,jane kobke,562505344,+7716077667,jkobke4w@loc.gov,phone,2022-06-13,churned
178,andrus whiffin,368048879,+7789754874,awhiffin4x@vk.com,whatsapp,2022-04-13,churned
179,guthrey begin,248491032,+1045170410,gbegin4y@unc.edu,email,2019-06-18,former_client
180,louisa kapelhoff,276382378,+5491135243,lkapelhoff4z@businessweek.com,whatsapp,2024-09-30,trial_customer
181,husain felce,583612417,+8719195575,hfelce50@51.la,phone,2026-01-26,potential_lead
182,harley dumpleton,657275128,+6289605993,hdumpleton51@google.cn,phone,2023-09-15,churned
183,heda francecione,709235743,+7087113774,hfrancecione52@nymag.com,whatsapp,2018-12-03,former_client
184,chloris tilt,404075017,+3429669196,ctilt53@gov.uk,whatsapp,2022-08-04,potential_lead
185,davis mead,853618324,+3911931846,dmead54@psu.edu,phone,2018-11-29,former_client
186,edwina wildbore,575679480,+4493003462,ewildbore55@creativecommons.org,email,2019-07-04,churned
187,samaria hallstone,175683162,+2567472407,shallstone56@bing.com,whatsapp,2018-03-22,trial_customer
188,aksel beadon,392039980,+9485293202,abeadon57@scientificamerican.com,whatsapp,2019-10-24,churned
189,edgardo reichelt,582893957,+9544614010,ereichelt58@guardian.co.uk,whatsapp,2024-10-15,potential_lead
190,elysia bennion,702858819,+6462805183,ebennion59@apache.org,phone,2022-11-16,potential_lead
191,izak metham,259105676,+5956456351,imetham5a@yandex.ru,whatsapp,2019-05-10,churned
192,georas gostyke,393521229,+1947079717,ggostyke5b@chron.com,email,2018-04-17,potential_lead
193,tildie keohane,463547560,+9677352155,tkeohane5c@nsw.gov.au,phone,2018-11-12,former_client
194,reba rolinson,183416175,+8535603321,rrolinson5d@google.co.jp,whatsapp,2024-04-14,churned
195,nannette massenhove,597669529,+9811496776,nmassenhove5e@pinterest.com,email,2022-01-14,churned
196,brodie bazoge,889562241,+4485481536,bbazoge5f@discuz.net,whatsapp,2021-08-20,churned
197,corrine ambrose,768077907,+3384593896,cambrose5g@sun.com,email,2024-08-09,loyal_customer
198,andrey coultass,706598978,+2538096649,acoultass5h@altervista.org,phone,2021-04-22,churned
199,meggie hunnywell,235412428,+3665701382,mhunnywell5i@is.gd,email,2018-12-06,churned
200,willard izakovitz,863624940,+7988327934,wizakovitz5j@yolasite.com,email,2026-04-11,churned
201,padraig siebert,315615674,+5378246414,psiebert5k@moonfruit.com,phone,2018-08-04,churned
202,xena maidens,307967039,+9306411901,xmaidens5l@photobucket.com,phone,2021-11-11,churned
203,jordanna mannock,531295280,+5633222666,jmannock5m@gov.uk,phone,2021-09-15,trial_customer
204,jacob armfirld,287292399,+5238877268,jarmfirld5n@naver.com,phone,2026-09-12,potential_lead
205,desdemona fink,690502451,+5536381764,dfink5o@howstuffworks.com,email,2024-12-01,churned
206,hyacintha o'duilleain,146862592,+8029672536,hoduilleain5p@usda.gov,phone,2020-05-21,loyal_customer
207,moina martinec,493398531,+9046339547,mmartinec5q@china.com.cn,phone,2025-10-29,churned
208,claude o'hickee,500149236,+7042781597,cohickee5r@webnode.com,phone,2024-02-25,former_client
209,anabel dorkens,765663005,+2458007984,adorkens5s@cisco.com,email,2019-07-13,former_client
210,vivie bees,809107442,+9009586258,vbees5t@nasa.gov,email,2024-07-09,churned
211,clovis oslar,273542067,+5225052384,coslar5u@gov.uk,email,2022-07-07,loyal_customer
212,dallis rubinfajn,804987070,+4411106802,drubinfajn5v@google.com.au,phone,2019-03-27,churned
213,binni cotesford,182228786,+8441077342,bcotesford5w@netvibes.com,whatsapp,2026-08-29,potential_lead
214,robinette mcspirron,763121735,+7348379544,rmcspirron5x@slate.com,whatsapp,2023-05-06,churned
215,chastity duthy,521250358,+2718084234,cduthy5y@theguardian.com,whatsapp,2020-05-24,churned
216,menard gulleford,685872048,+3052249490,mgulleford5z@elpais.com,phone,2022-09-15,churned
217,lela apfel,663694069,+4716880214,lapfel60@purevolume.com,email,2023-04-08,loyal_customer
218,rahel stempe,152939172,+2827953376,rstempe61@mit.edu,email,2024-11-24,former_client
219,sada currier,344462182,+3529137977,scurrier62@shinystat.com,whatsapp,2023-05-23,former_client
220,georgy baytrop,674836174,+3574203033,gbaytrop63@google.de,phone,2021-10-20,trial_customer
221,gareth bener,415776532,+4897493955,gbener64@cargocollective.com,whatsapp,2022-09-15,former_client
222,timothea pellitt,413764608,+9182460110,tpellitt65@opera.com,whatsapp,2020-01-24,former_client
223,jeanine kirwin,812827095,+9873513736,jkirwin66@irs.gov,whatsapp,2024-04-06,churned
224,nady dampier,384520649,+8906754601,ndampier67@csmonitor.com,whatsapp,2025-07-11,potential_lead
225,beatrice hillhouse,749063082,+7606409714,bhillhouse68@webs.com,whatsapp,2022-07-18,former_client
226,bertie shelley,395724887,+6899063595,bshelley69@google.co.jp,whatsapp,2022-10-12,potential_lead
227,arabella afield,227020599,+2679642109,aafield6a@booking.com,phone,2025-11-18,churned
228,tiffy ramelet,686854769,+6332601644,tramelet6b@ovh.net,phone,2020-01-29,former_client
229,catlee deyenhardt,850679873,+6062477478,cdeyenhardt6c@de.vu,whatsapp,2026-01-08,potential_lead
230,donavon gunning,748492076,+4534323938,dgunning6d@bing.com,whatsapp,2019-01-06,churned
231,alexandro mcadam,429199494,+4983861774,amcadam6e@scribd.com,whatsapp,2026-08-30,former_client
232,helyn dradey,141574251,+8237994891,hdradey6f@harvard.edu,whatsapp,2023-05-09,former_client
233,arni goolden,103481292,+6476009788,agoolden6g@wikispaces.com,phone,2018-07-06,former_client
234,tomasina liffe,344152717,+6594542111,tliffe6h@rakuten.co.jp,phone,2018-05-27,loyal_customer
235,armstrong attwood,490094699,+8251677197,aattwood6i@jimdo.com,whatsapp,2026-03-23,churned
236,carin defond,538891414,+6226526290,cdefond6j@marketwatch.com,phone,2020-07-10,former_client
237,sergio pirrey,178324436,+7753407294,spirrey6k@auda.org.au,email,2022-11-17,potential_lead
238,robinette roj,106596313,+9597897602,rroj6l@gravatar.com,phone,2018-09-06,active_client
239,enriqueta armand,503710185,+2762572255,earmand6m@tumblr.com,email,2023-02-07,active_client
240,eve miroy,408882961,+7237678947,emiroy6n@goodreads.com,phone,2021-10-24,former_client
241,austina guinan,288713550,+7368626682,aguinan6o@senate.gov,whatsapp,2018-01-27,churned
242,joell jacobowitz,136468295,+4635133711,jjacobowitz6p@nyu.edu,email,2022-01-05,churned
243,curry mullinder,771188641,+1251869532,cmullinder6q@omniture.com,whatsapp,2021-06-24,churned
244,dave de leek,644939196,+6625079758,dde6r@google.fr,whatsapp,2023-06-04,trial_customer
245,vernon syred,880906390,+9868126196,vsyred6s@google.ca,email,2018-04-09,former_client
246,lorilyn mcclaren,782929841,+3873421014,lmcclaren6t@list-manage.com,whatsapp,2022-02-28,former_client
247,hermon goding,472780244,+8443982303,hgoding6u@imdb.com,whatsapp,2026-05-15,trial_customer
248,andy augustine,650282583,+4075925672,aaugustine6v@ibm.com,whatsapp,2018-10-23,former_client
249,mahalia battisson,116766708,+4546871942,mbattisson6w@who.int,whatsapp,2025-09-21,loyal_customer
250,merola keppin,703638693,+5274379433,mkeppin6x@t-online.de,phone,2018-12-09,trial_customer
251,foss ranby,417724477,+8659220965,franby6y@ihg.com,whatsapp,2018-10-13,potential_lead
252,ketty jeppe,557530807,+8898562704,kjeppe6z@buzzfeed.com,whatsapp,2021-06-11,loyal_customer
253,donal mackartan,639058609,+1548787483,dmackartan70@odnoklassniki.ru,email,2025-02-21,former_client
254,rhetta tremblot,383541114,+2364004441,rtremblot71@amazon.de,email,2025-08-06,churned
255,grissel franc,866121580,+1088385318,gfranc72@cbslocal.com,whatsapp,2020-12-13,former_client
256,max lightbowne,644924025,+2543442841,mlightbowne73@creativecommons.org,whatsapp,2026-06-19,churned
257,veda mccarlie,465324446,+5131066915,vmccarlie74@twitpic.com,whatsapp,2019-12-10,trial_customer
258,hamish stenners,732194059,+4604178851,hstenners75@drupal.org,whatsapp,2026-04-10,churned
259,pietra caseley,573995410,+1324328554,pcaseley76@instagram.com,whatsapp,2023-03-21,potential_lead
260,riane roscoe,826011141,+5592338011,rroscoe77@google.ru,whatsapp,2020-01-31,active_client
261,stanleigh georger,118293351,+6563078598,sgeorger78@reuters.com,whatsapp,2021-08-21,trial_customer
262,esteban mangenot,876569339,+7082514025,emangenot79@deliciousdays.com,whatsapp,2025-06-20,former_client
263,florentia mc cahey,863720215,+9963877778,fmc7a@mashable.com,whatsapp,2024-02-19,loyal_customer
264,collen faichney,217794116,+3662806576,cfaichney7b@newyorker.com,email,2026-04-05,former_client
265,lynnelle gibben,580961174,+2052195408,lgibben7c@skyrock.com,whatsapp,2018-04-14,churned
266,alberik lambotin,219475641,+4342235122,alambotin7d@nih.gov,phone,2019-09-03,potential_lead
267,valeria bidmead,568884247,+9698014729,vbidmead7e@nih.gov,whatsapp,2020-01-27,churned
268,korry selwyn,725128297,+8781084709,kselwyn7f@usda.gov,email,2021-07-25,churned
269,bunni balloch,315631849,+3342140238,bballoch7g@reuters.com,whatsapp,2024-06-01,trial_customer
270,alain swedeland,814984719,+8112245606,aswedeland7h@bloomberg.com,phone,2021-02-25,churned
271,casey jedrasik,356022840,+4136449031,cjedrasik7i@meetup.com,phone,2021-06-28,loyal_customer
272,freddie fonzo,402079400,+4087647704,ffonzo7j@noaa.gov,phone,2020-10-12,loyal_customer
273,aila porkiss,102623247,+9809237131,aporkiss7k@creativecommons.org,whatsapp,2025-11-13,former_client
274,paul kopf,676999502,+7225101104,pkopf7l@google.fr,whatsapp,2023-08-22,potential_lead
275,humphrey bamell,410860703,+3178427942,hbamell7m@naver.com,whatsapp,2019-07-14,former_client
276,frasier tett,855064516,+5499160102,ftett7n@hatena.ne.jp,whatsapp,2021-02-24,churned
277,maynord gilstoun,716667945,+5123386712,mgilstoun7o@rediff.com,whatsapp,2019-03-07,trial_customer
278,rosana buttery,458752125,+3562018985,rbuttery7p@addtoany.com,phone,2018-06-05,former_client
279,helena tremblett,794943206,+7578628625,htremblett7q@i2i.jp,email,2018-12-17,trial_customer
280,lil gledhall,105279011,+2728975727,lgledhall7r@diigo.com,email,2025-07-20,potential_lead
281,kermit muttock,292660130,+4537409348,kmuttock7s@hugedomains.com,phone,2021-01-15,former_client
282,brnaba kobsch,222375308,+7246425082,bkobsch7t@amazonaws.com,phone,2020-06-03,trial_customer
283,salome bounde,373574308,+1963098369,sbounde7u@google.ru,email,2022-04-22,churned
284,buddie bellward,455206564,+5738799892,bbellward7v@wikimedia.org,whatsapp,2018-11-26,trial_customer
